name,rating,genre,released,country,gross,company
Link,R,Horror,"September 19, 1986",United Kingdom,1720450.0,Cannon Screen Entertainment
"Jo Jo Dancer, Your Life Is Calling",R,Biography,"May 2, 1986",United States,18034150.0,Columbia Pictures
Wanted: Dead or Alive,R,Action,"January 16, 1987",United States,7555000.0,New World Pictures
American Anthem,PG-13,Drama,"June 27, 1986",United States,4845724.0,Lorimar Productions
The Morning After,R,Crime,"December 25, 1986",United States,25147055.0,American Filmworks
Crimes of the Heart,PG-13,Comedy,"January 23, 1987",United States,22905522.0,De Laurentiis Entertainment Group (DEG)
Under the Cherry Moon,PG-13,Comedy,"July 2, 1986",United States,10090429.0,Warner Bros.
Malcolm,PG-13,Comedy,"November 5, 1986",Australia,,Cascade Films
Meatballs III: Summer Job,R,Comedy,"January 9, 1987",Canada,2147228.0,TMS Pictures
Devil in the Flesh,X,Drama,"May 22, 1987",Italy,546904.0,L.P. Film
Absolute Beginners,PG-13,Drama,"April 18, 1986",United Kingdom,930211.0,Goldcrest Films International
Deadtime Stories,R,Comedy,"November 28, 1986",United States,2750741.0,Scary Stuff
Avenging Force,R,Action,"September 12, 1986",United States,4679650.0,The Cannon Group
Heat,R,Action,"March 13, 1987",United States,2793214.0,Escalante Productions
Sweet Liberty,PG,Comedy,"May 16, 1986",United States,14205021.0,Universal Pictures
Killer Party,R,Comedy,"May 9, 1986",Canada,,Marquis
Out of Bounds,R,Action,"July 25, 1986",United States,5099316.0,Columbia Pictures
Wisdom,R,Crime,"January 2, 1987",United States,5715174.0,Gladden Entertainment
Shanghai Surprise,PG-13,Adventure,"August 29, 1986",United Kingdom,2315683.0,HandMade Films
Power,R,Drama,"January 31, 1986",United States,3800000.0,Lorimar Productions
A Fine Mess,PG,Action,"August 8, 1986",United States,6029824.0,Blake Edwards
Let's Get Harry,R,Action,"October 31, 1986",United States,140980.0,Delphi V Productions
My Chauffeur,R,Comedy,"January 24, 1986",United States,4781448.0,Marimark Productions
Biggles: Adventures in Time,PG,Adventure,"January 29, 1988",United Kingdom,,Compact Yellowbill
Half Moon Street,R,Drama,"September 26, 1986",United Kingdom,1131399.0,Centurion
Every Time We Say Goodbye,PG-13,Drama,"November 14, 1986",Israel,278623.0,Delphi V Productions
The Decline of the American Empire,R,Comedy,"November 14, 1986",Canada,1915792.0,Corporation Image M & M
Hardbodies 2,R,Comedy,"September 12, 1986",United States,78068.0,Chroma III Productions
The Boy in Blue,R,Biography,"January 17, 1986",Canada,275000.0,Canadian Broadcasting Corporation (CBC)
Brighton Beach Memoirs,PG-13,Comedy,"December 25, 1986",United States,11957943.0,Rastar Pictures
The Longshot,PG-13,Comedy,"January 17, 1986",United States,,Orion Pictures
Willy/Milly,PG-13,Comedy,"November 14, 1986",United States,277405.0,Griffon Productions
Ginger and Fred,PG-13,Comedy,"March 28, 1986",Italy,837623.0,Produzioni Europee Associate (PEA)
'Round Midnight,R,Drama,"October 3, 1986",United States,3272593.0,Little Bear
Violets Are Blue...,PG-13,Drama,"April 25, 1986",United States,4743287.0,Rastar Films
Parting Glances,Not Rated,Drama,"February 19, 1986",United States,,Rondo Productions
The Whoopee Boys,R,Comedy,"August 22, 1986",United States,,Paramount Pictures
Tai-Pan,R,Adventure,"November 7, 1986",United States,4007250.0,De Laurentiis Entertainment Group (DEG)
My Little Pony: The Movie,G,Animation,"June 6, 1986",United States,5958456.0,Sunbow Productions
Playing for Keeps,PG-13,Comedy,"October 3, 1986",United States,2669366.0,Miramax
"'night, Mother",PG-13,Drama,"January 29, 1987",United States,441863.0,Aaron Spelling Productions
Jake Speed,PG,Action,"May 30, 1986",United States,1943751.0,Balcor Film Investors
The Naked Cage,R,Action,"March 7, 1986",United States,3136701.0,The Cannon Group
Blue City,R,Action,"May 2, 1986",United States,6947787.0,Paramount Pictures
That's Life!,PG-13,Comedy,"October 10, 1986",United States,4079895.0,Blake Edwards
Sky Bandits,PG,Action,"October 31, 1986",United Kingdom,2295500.0,J&M Entertainment
Ménage,,Comedy,"October 1, 1986",France,925952.0,Ciné Valse
Dream Lover,R,Crime,"April 2, 1986",United States,502237.0,Metro-Goldwyn-Mayer (MGM)
Dangerously Close,R,Action,"May 9, 1986",United States,2390525.0,Golan-Globus Productions
The Whistle Blower,PG,Thriller,"July 10, 1987",United Kingdom,1500000.0,Portreeve
Care Bears Movie II: A New Generation,G,Animation,"March 21, 1986",Canada,8540346.0,Nelvana
Knights of the City,R,Action,"February 14, 1986",United States,601451.0,Grace
Born American,R,Action,"December 19, 1986",United States,3388020.0,Cinema Group Ventures
Desert Bloom,PG,Drama,"April 18, 1986",United States,416393.0,Carson Productions
Touch and Go,R,Comedy,"August 22, 1986",United States,1254040.0,Kings Road Entertainment
Man Facing Southeast,R,Drama,"March 13, 1987",Argentina,,Cinequanon
Nutcracker,G,Family,"November 26, 1986",United States,781727.0,Hyperion Pictures
The Fringe Dwellers,PG,Drama,,Australia,,Fringe Dwellers Productions
Just Between Friends,PG-13,Drama,"March 21, 1986",United States,6408791.0,MTM Enterprises
Oviri,R,Biography,"September 5, 1986",Denmark,583800.0,Caméras Continentales
P.O.W. the Escape,R,Action,"April 4, 1986",United States,2497233.0,
Armed Response,R,Action,"October 3, 1986",United States,,Cinetel Films
Duet for One,R,Drama,,United States,8736.0,Golan-Globus Productions
Bullies,R,Action,"August 29, 1986",Canada,2995527.0,Simcom Limited
Native Son,PG,Drama,"December 12, 1986",United States,1301121.0,American Playhouse
The Assault,PG,Drama,"February 6, 1986",Netherlands,512403.0,Fons Rademakers Produktie
Nobody's Fool,PG-13,Comedy,"November 7, 1986",United States,563358.0,Island Pictures
Alien Predator,R,Drama,"February 6, 1987",United States,,Continental Motion Pictures
Low Blow,R,Action,,United States,,Action Communications
A Man and a Woman: 20 Years Later,PG,Drama,"August 15, 1986",France,,Les Films 13
The Princess Bride,PG,Adventure,"October 9, 1987",United Kingdom,30902642.0,Act III Communications
The Lost Boys,R,Comedy,"July 31, 1987",United States,32388898.0,Warner Bros.
Full Metal Jacket,R,Drama,"July 10, 1987",United Kingdom,46357676.0,Natant
Predator,R,Action,"June 12, 1987",United States,98268458.0,Twentieth Century Fox
RoboCop,R,Action,"July 17, 1987",United States,53424681.0,Orion Pictures
Dirty Dancing,PG-13,Drama,"August 21, 1987",United States,214577242.0,Great American Films Limited Partnership
Adventures in Babysitting,PG-13,Adventure,"July 3, 1987",United States,34368475.0,Touchstone Pictures
The Untouchables,R,Crime,"June 3, 1987",United States,76270454.0,Paramount Pictures
Spaceballs,PG,Adventure,"June 24, 1987",United States,38119483.0,Brooksfilms
Raising Arizona,PG-13,Comedy,"April 17, 1987",United States,29180280.0,Circle Films
Lethal Weapon,R,Action,"March 6, 1987",United States,120207127.0,Warner Bros.
Near Dark,R,Action,"January 8, 1988",United States,3369307.0,F/M
Mannequin,PG,Comedy,"February 13, 1987",United States,42721196.0,Gladden Entertainment
Masters of the Universe,PG,Action,"August 7, 1987",United States,17336370.0,Golan-Globus Productions
Fatal Attraction,R,Drama,"September 18, 1987",United States,320145693.0,Paramount Pictures
Hellraiser,R,Horror,"September 18, 1987",United Kingdom,14575193.0,New World Pictures
Empire of the Sun,PG,Action,"December 25, 1987",United States,22238696.0,Amblin Entertainment
No Way Out,R,Action,"August 14, 1987",United States,35509515.0,Orion Pictures
The Witches of Eastwick,R,Comedy,"June 12, 1987",United States,63766510.0,Warner Bros.
Some Kind of Wonderful,PG-13,Drama,"February 27, 1987",United States,18553948.0,Hughes Entertainment
The Running Man,R,Action,"November 13, 1987",United States,38122105.0,TAFT Entertainment Pictures
Black Widow,R,Crime,"February 6, 1987",United States,25205460.0,Amercent Films
Angel Heart,X,Horror,"March 6, 1987",United Kingdom,17186348.0,Carolco International N.V.
Moonstruck,PG,Comedy,"January 15, 1988",United States,80642217.0,Metro-Goldwyn-Mayer (MGM)
Jaws: the Revenge,PG-13,Adventure,"July 17, 1987",United States,51881013.0,Universal Pictures
Wall Street,R,Crime,"December 11, 1987",United States,43848069.0,Twentieth Century Fox
"Good Morning, Vietnam",R,Biography,"January 15, 1988",United States,123922370.0,Touchstone Pictures
A Nightmare on Elm Street 3: Dream Warriors,R,Fantasy,"February 27, 1987",United States,44793222.0,New Line Cinema
"Planes, Trains & Automobiles",R,Comedy,"November 25, 1987",United States,49530280.0,Paramount Pictures
Can't Buy Me Love,PG-13,Comedy,"August 14, 1987",United States,31623833.0,Touchstone Pictures
Overboard,PG,Comedy,"December 16, 1987",United States,26713187.0,Metro-Goldwyn-Mayer (MGM)
Beverly Hills Cop II,R,Action,"May 20, 1987",United States,299965036.0,Paramount Pictures
Superman IV: The Quest for Peace,PG,Action,"July 24, 1987",United Kingdom,15681020.0,Cannon Films
The Secret of My Success,PG-13,Comedy,"April 10, 1987",United States,110996879.0,Rastar Pictures
Withnail & I,R,Comedy,"June 19, 1987",United Kingdom,1628359.0,Cineplex Odeon Films
Evil Dead II,R,Comedy,"March 13, 1987",United States,5923798.0,Renaissance Pictures
Summer School,PG-13,Comedy,"July 22, 1987",United States,35659098.0,Paramount Pictures
Innerspace,PG,Action,"July 1, 1987",United States,25893810.0,Warner Bros.
The Living Daylights,PG,Action,"July 31, 1987",United Kingdom,51186259.0,Eon Productions
Over the Top,PG,Action,"February 13, 1987",United States,16057580.0,The Cannon Group
The Last Emperor,PG-13,Biography,"April 15, 1988",United Kingdom,43993869.0,Recorded Picture Company (RPC)
Less Than Zero,R,Crime,"November 6, 1987",United States,12396383.0,Twentieth Century Fox
Three Men and a Baby,PG,Comedy,"November 25, 1987",United States,167780960.0,Touchstone Pictures
La Bamba,PG-13,Biography,"July 24, 1987",United States,54215416.0,Columbia Pictures
Revenge of the Nerds II: Nerds in Paradise,PG-13,Comedy,"July 10, 1987",United States,30063289.0,Twentieth Century Fox
The Monster Squad,PG-13,Action,"August 14, 1987",United States,3769990.0,TAFT Entertainment Pictures
Prince of Darkness,R,Horror,"October 23, 1987",United States,14182492.0,Alive Films
Wings of Desire,PG-13,Drama,"May 6, 1988",West Germany,3404057.0,Road Movies Filmproduktion
Maurice,R,Drama,"September 18, 1987",United Kingdom,2642567.0,Merchant Ivory Productions
Broadcast News,R,Comedy,"December 25, 1987",United States,67331309.0,Amercent Films
Harry and the Hendersons,PG,Comedy,"June 5, 1987",United States,49998613.0,Amblin Entertainment
Creepshow 2,R,Fantasy,"May 1, 1987",United States,14000000.0,New World Pictures
Police Academy 4: Citizens on Patrol,PG,Comedy,"April 3, 1987",United States,28061343.0,Warner Bros.
The Stepfather,R,Horror,"June 5, 1987",United Kingdom,2488740.0,Incorporated Television Company (ITC)
My Best Friend Is a Vampire,PG,Comedy,"May 6, 1988",United States,174380.0,Kings Road Entertainment
Flowers in the Attic,PG-13,Drama,"November 20, 1987",United States,15151736.0,New World Pictures
*batteries not included,PG,Comedy,"December 18, 1987",United States,65088797.0,Universal Pictures
Roxanne,PG,Comedy,"June 19, 1987",United States,40050884.0,Columbia Pictures Industries
Dragnet,PG-13,Comedy,"June 26, 1987",United States,66673516.0,Applied Action
Throw Momma from the Train,PG-13,Comedy,"December 11, 1987",United States,57915972.0,Orion Pictures
Amazon Women on the Moon,R,Comedy,"September 18, 1987",United States,548696.0,Universal Pictures
Teen Wolf Too,PG,Comedy,"November 20, 1987",United States,7888703.0,Atlantic Entertainment Group
Baby Boom,PG,Comedy,"October 30, 1987",United States,26712476.0,United Artists
84 Charing Cross Road,PG,Biography,"February 13, 1987",United Kingdom,1083486.0,Brooksfilms
The Gate,PG-13,Fantasy,"May 15, 1987",Canada,13539458.0,New Century Entertainment
Ernest Goes to Camp,PG,Comedy,"May 22, 1987",United States,23509382.0,Emshell Producers
Aria,R,Comedy,"September 15, 1987",United Kingdom,1028679.0,Lightyear Entertainment
Hamburger Hill,R,Action,"August 28, 1987",United States,13839404.0,RKO Pictures
Cherry 2000,PG-13,Action,"February 5, 1988",United States,,Orion Pictures
The Hidden,R,Horror,"October 30, 1987",United States,9747988.0,Heron Communications
The Bedroom Window,R,Crime,"January 16, 1987",United States,12640385.0,De Laurentiis Entertainment Group (DEG)
Barfly,R,Comedy,"October 16, 1987",United States,3221568.0,Golan-Globus Productions
Maid to Order,PG,Fantasy,"July 31, 1987",United States,9868521.0,Vista Organization
Blind Date,PG-13,Comedy,"March 27, 1987",United States,39337581.0,TriStar Pictures
Au Revoir les Enfants,PG,Drama,"February 12, 1988",France,4575613.0,Nouvelles Éditions de Films (NEF)
"Rita, Sue and Bob Too",R,Comedy,"May 29, 1987",United Kingdom,124167.0,British Screen Productions
Hope and Glory,PG-13,Comedy,"February 19, 1988",United Kingdom,10021120.0,Columbia Pictures
No Man's Land,R,Crime,"October 23, 1987",United States,2877571.0,Orion Pictures
Ishtar,PG-13,Action,"May 15, 1987",United States,14375181.0,Columbia Pictures
Tough Guys Don't Dance,R,Comedy,"September 18, 1987",United States,858250.0,Golan-Globus Productions
Stakeout,R,Action,"August 5, 1987",United States,65673233.0,Touchstone Pictures
Babette's Feast,G,Drama,"March 4, 1988",Denmark,4637920.0,Panorama Film A/S
The Garbage Pail Kids Movie,PG,Adventure,"August 22, 1987",United States,1576615.0,Atlantic Entertainment Group
Radio Days,PG,Comedy,"January 30, 1987",United States,14792779.0,Jack Rollins & Charles H. Joffe Productions
Bagdad Cafe,PG,Comedy,"April 22, 1988",West Germany,3731829.0,Pelemele Film
Project X,PG,Comedy,"April 17, 1987",United States,21589395.0,Amercent Films
Three O'Clock High,PG-13,Comedy,"October 9, 1987",United States,3685862.0,Aaron Spelling Productions
The Barbarians,R,Action,"March 20, 1987",Italy,800000.0,Canon Italia S.r.l.
North Shore,PG,Action,"August 14, 1987",United States,3832228.0,Finnegan/Pinchuk Productions
The Believers,R,Crime,"June 10, 1987",United States,18753438.0,Orion Pictures
House II: the Second Story,PG-13,Comedy,"August 28, 1987",United States,7800000.0,New World Pictures
Death Wish 4: The Crackdown,R,Action,"November 6, 1987",United States,6880310.0,Golan-Globus Productions
House of Games,R,Crime,"October 14, 1987",United States,2585639.0,Filmhaus
Cry Freedom,PG,Biography,"November 6, 1987",United Kingdom,5899797.0,Universal Pictures
Man on Fire,R,Action,"September 4, 1987",France,519596.0,7 Films Cinéma
Assassination,PG-13,Action,"January 9, 1987",United States,6075793.0,The Cannon Group
The Pick-up Artist,PG-13,Comedy,"September 18, 1987",United States,13290368.0,Amercent Films
Back to the Beach,PG,Comedy,"August 7, 1987",United States,13110903.0,Paramount Pictures
Someone to Watch Over Me,R,Crime,"October 9, 1987",United States,10278549.0,Columbia Pictures
Born in East L.A.,R,Comedy,"August 21, 1987",United States,17355263.0,Clear Type
Ironweed,R,Drama,"February 12, 1988",United States,7393346.0,Home Box Office (HBO)
Who's That Girl,PG,Comedy,"August 7, 1987",United States,7305209.0,The Guber-Peters Company
Extreme Prejudice,R,Action,"April 24, 1987",United States,11307844.0,Carolco Pictures
Matewan,PG-13,Drama,"August 28, 1987",United States,1680358.0,Cinecom Entertainment Group
Pelle the Conqueror,PG-13,Drama,"December 21, 1988",Denmark,2063688.0,Per Holst Filmproduktion
Suspect,R,Crime,"October 23, 1987",United States,18782400.0,TriStar Pictures
The Fourth Protocol,R,Thriller,"August 28, 1987",United Kingdom,12423831.0,Fourth Protocol
The Chipmunk Adventure,G,Animation,"May 22, 1987",United States,6804312.0,Bagdasarian Productions
The Allnighter,PG-13,Comedy,"May 1, 1987",United States,2700000.0,Aurora Productions LLC
Prom Night II,R,Horror,"October 16, 1987",Canada,2683519.0,British Columbia Television
Hiding Out,PG-13,Comedy,"November 6, 1987",United States,7019441.0,De Laurentiis Entertainment Group (DEG)
White Water Summer,PG,Adventure,"July 10, 1987",United States,300859.0,Columbia Pictures
Made in Heaven,PG,Comedy,"November 6, 1987",United States,4572845.0,Lorimar Motion Pictures
Best Seller,R,Action,"September 25, 1987",United States,4278150.0,Hemdale
Date with an Angel,PG,Comedy,"November 20, 1987",United States,1988962.0,De Laurentiis Entertainment Group (DEG)
Hunk,PG,Comedy,"March 6, 1987",United States,1749956.0,Marimark Productions
Real Men,PG-13,Action,"September 25, 1987",United States,873903.0,United Artists
Critical Condition,R,Comedy,"January 16, 1987",United States,20240502.0,Paramount Pictures
A Month in the Country,PG,Drama,"December 4, 1987",United Kingdom,,Channel Four Films
Outrageous Fortune,R,Comedy,"January 30, 1987",United States,52864741.0,Touchstone Pictures
Like Father Like Son,PG-13,Comedy,"October 2, 1987",United States,34377585.0,Imagine Films Entertainment
Steel Dawn,R,Action,"March 31, 1988",United States,562187.0,Independent Film Centre
Tin Men,R,Comedy,"March 13, 1987",United States,25411386.0,Touchstone Pictures
The Big Town,R,Drama,"September 25, 1987",United States,1733017.0,Albacore Productions Inc.
Light of Day,PG-13,Drama,"February 6, 1987",United States,10489617.0,TAFT Entertainment Pictures
Prison,R,Crime,"December 8, 1987",United States,345704.0,Empire Pictures
Wish You Were Here,R,Comedy,"July 24, 1987",United Kingdom,3283832.0,Channel Four Films
Gandahar,PG,Animation,"September 20, 1989",France,370698.0,Col.Ima.Son
Street Smart,R,Crime,"March 20, 1987",United States,1119112.0,Golan-Globus Productions
The Curse,R,Horror,"September 14, 1988",Italy,1930001.0,Trans World Entertainment (TWE)
The House on Carroll Street,PG,Thriller,,United States,459824.0,Orion Pictures
The Whales of August,Not Rated,Drama,"August 19, 1987",United States,1338198.0,Alive Films
Prick Up Your Ears,R,Biography,"May 8, 1987",United Kingdom,1672927.0,Zenith Entertainment
The Principal,R,Action,"September 18, 1987",United States,19734940.0,TriStar Pictures
American Ninja 2: The Confrontation,R,Action,"May 1, 1987",United States,4000000.0,Golan-Globus Productions
Housekeeping,PG,Comedy,"February 5, 1988",United States,1083282.0,Columbia Pictures
A Prayer for the Dying,R,Action,"September 11, 1987",United Kingdom,1432687.0,The Samuel Goldwyn Company
Slam Dance,R,Crime,"October 2, 1987",United Kingdom,406881.0,Zenith Entertainment
Rampage,R,Drama,"October 30, 1992",United States,796368.0,De Laurentiis Entertainment Group (DEG)
The Sicilian,R,Action,"October 23, 1987",United States,5406879.0,Gladden Entertainment
"Silent Night, Deadly Night Part 2",R,Horror,"April 10, 1987",United States,,Silent Night Releasing Corporation
Creepozoids,R,Horror,"October 2, 1987",United States,,Titan Productions
The Outing,R,Horror,"November 21, 1987",United States,1083395.0,H.I.T. Films
Nightflyers,R,Horror,"April 7, 1988",United States,1149470.0,Vista Organization
Fatal Beauty,R,Action,"October 30, 1987",United States,12046526.0,Metro-Goldwyn-Mayer (MGM)
Siesta,R,Drama,"November 11, 1987",United States,700000.0,Lorimar Motion Pictures
Leonard Part 6,PG,Action,"December 18, 1987",United States,4615255.0,Columbia Pictures
Boyfriends and Girlfriends,PG,Comedy,"July 15, 1988",France,824024.0,Les Films du Losange
White Mischief,R,Crime,"May 6, 1988",United Kingdom,3107551.0,Columbia Pictures
White of the Eye,R,Horror,"June 19, 1987",United Kingdom,,Mrs. White's Productions
Hot Pursuit,PG-13,Comedy,"May 8, 1987",United States,4215849.0,RKO Pictures
Hollywood Shuffle,R,Comedy,"March 20, 1987",United States,5228617.0,Conquering Unicorn
The Dead,PG,Drama,"December 18, 1987",United Kingdom,4370078.0,Vestron Pictures
Gardens of Stone,R,Drama,"May 8, 1987",United States,5262047.0,TriStar Pictures
Nuts,R,Drama,"December 11, 1987",United States,30950002.0,Warner Bros.
Four Adventures of Reinette and Mirabelle,Not Rated,Comedy,"July 19, 1989",France,22039.0,Compagnie Eric Rohmer (CER)
Walk Like a Man,PG,Comedy,"April 17, 1987",United States,,Metro-Goldwyn-Mayer (MGM)
Cross My Heart,R,Comedy,"November 13, 1987",United States,1025762.0,Northern
Walker,R,Biography,"December 4, 1987",United States,,In-Cine Compañía Industrial Cinematográfica
Malone,R,Action,"May 1, 1987",United States,3060858.0,Orion Pictures
Making Mr. Right,PG-13,Comedy,"April 3, 1987",United States,1584970.0,Barry & Enright Productions
Return to Horror High,R,Comedy,"February 20, 1987",United States,1189709.0,Balcor Film Investors
Straight to Hell,R,Action,"June 26, 1987",United Kingdom,210200.0,Commies From Mars Corporation
Hello Again,PG,Comedy,"November 6, 1987",United States,20419446.0,Touchstone Pictures
Promised Land,R,Drama,"January 22, 1988",United States,316199.0,Great American Films Limited Partnership
Dead of Winter,R,Drama,"February 6, 1987",United States,2413427.0,Metro-Goldwyn-Mayer (MGM)
"No Retreat, No Surrender 2",R,Adventure,"January 27, 1989",Hong Kong,,Seasonal Film Corporation
My Demon Lover,PG-13,Comedy,"April 24, 1987",United States,3922273.0,New Line Cinema
China Girl,R,Crime,"September 25, 1987",United States,1262091.0,Great American Films Limited Partnership
Five Corners,R,Crime,,United Kingdom,969205.0,Cineplex Odeon Films
The Squeeze,PG-13,Action,"July 10, 1987",United States,2228951.0,TriStar Pictures
Nadine,PG,Comedy,"August 7, 1987",United States,5669831.0,TriStar Pictures
Personal Services,R,Comedy,"May 15, 1987",United Kingdom,1744164.0,British Screen Productions
Cyclone,R,Action,"June 5, 1987",United States,,Cinetel Films
Three for the Road,PG,Drama,"July 24, 1987",United States,1539000.0,Vista Organization
Little Dorrit,G,Drama,"October 21, 1988",United Kingdom,1025228.0,Sands
The Year My Voice Broke,PG-13,Drama,"October 17, 1987",Australia,213901.0,Kennedy Miller Productions
The Belly of an Architect,R,Drama,"October 16, 1987",United Kingdom,,Callender Company
Pass the Ammo,R,Comedy,"March 4, 1988",United States,169785.0,The Vista Organisation
In the Mood,PG-13,Comedy,"September 16, 1987",United States,999382.0,Kings Road Entertainment
Surrender,PG,Comedy,"October 9, 1987",United States,5711976.0,The Cannon Group
Intervista,,Comedy,"November 6, 1992",Italy,138608.0,Aljosha
Square Dance,PG-13,Drama,"January 9, 1988",United States,225358.0,Island Pictures
Shy People,R,Drama,"March 11, 1988",United States,,The Cannon Group
A Man in Love,R,Drama,,France,949451.0,Alexandre Films
Disorderlies,PG,Comedy,"August 14, 1987",United States,10348437.0,Warner Bros.
Anguish,R,Horror,"January 8, 1988",Spain,,Luna Films
September,PG,Drama,"December 18, 1987",United States,486434.0,Jack Rollins & Charles H. Joffe Productions
Oci ciornie,,Comedy,"November 6, 1987",Italy,2201428.0,Excelsior Film-TV
Burglar,R,Comedy,"March 20, 1987",Canada,16337355.0,Nelvana
The Kindred,R,Horror,"January 30, 1987",United States,2407024.0,Kindred Limited Partnership
Julia and Julia,R,Drama,"February 5, 1988",Italy,901364.0,RAI Radiotelevisione Italiana
Russkies,PG,Drama,"November 6, 1987",United States,2189047.0,New Century Entertainment Corporation
"Sister, Sister",R,Drama,"February 9, 1988",United States,743445.0,New World Entertainment Films
From the Hip,PG,Comedy,"February 6, 1987",United States,9518342.0,De Laurentiis Entertainment Group (DEG)
Death Before Dishonor,R,Action,"February 20, 1987",United States,4546244.0,Balcor Film Investors
Cold Steel,R,Action,"April 9, 1988",United States,285885.0,Cinetel Films
Million Dollar Mystery,PG,Comedy,"June 12, 1987",United States,989033.0,De Laurentiis Entertainment Group (DEG)
The Glass Menagerie,PG,Drama,"May 27, 1987",United States,895904.0,Cineplex Odeon Films
Anna,PG-13,Drama,"November 28, 1987",United States,1236848.0,Magnus Films
Die Hard,R,Action,"July 20, 1988",United States,141603197.0,Twentieth Century Fox
Midnight Run,R,Action,"July 20, 1988",United States,81613606.0,Universal Pictures
Beetlejuice,PG,Comedy,"March 30, 1988",United States,74270074.0,The Geffen Company
Big,PG,Comedy,"June 3, 1988",United States,151927281.0,American Entertainment Partners II L.P.
Rain Man,R,Drama,"December 16, 1988",United States,354825435.0,United Artists
Running on Empty,PG-13,Crime,"September 9, 1988",United States,2847941.0,Double Play
They Live,R,Action,"November 4, 1988",United States,13008928.0,Alive Films
Willow,PG,Action,"May 20, 1988",United Kingdom,57269863.0,Metro-Goldwyn-Mayer (MGM)
Crocodile Dundee II,PG,Action,"May 25, 1988",Australia,239606210.0,Paramount Pictures
Heathers,R,Comedy,"March 31, 1989",United States,1163969.0,New World Pictures
Coming to America,R,Comedy,"June 29, 1988",United States,288752301.0,Paramount Pictures
Who Framed Roger Rabbit,PG,Animation,"June 22, 1988",United States,329803958.0,Touchstone Pictures
Mystic Pizza,R,Comedy,"October 21, 1988",United States,12793213.0,Night Life Inc.
Akira,R,Animation,"July 16, 1988",Japan,2562351.0,Akira Committee Company Ltd.
Cinema Paradiso,PG,Drama,"February 23, 1990",Italy,13019063.0,Cristaldifilm
Mississippi Burning,R,Crime,"January 27, 1989",United States,34603943.0,Orion Pictures
Child's Play,R,Fantasy,"November 9, 1988",United States,44196684.0,United Artists
Twins,PG,Comedy,"December 9, 1988",United States,216614388.0,Universal Pictures
The Naked Gun: from the Files of Police Squad!,PG-13,Comedy,"December 2, 1988",United States,78756177.0,Paramount Pictures
The Great Outdoors,PG,Comedy,"June 17, 1988",United States,43455230.0,Universal Pictures
Cocktail,R,Comedy,"July 29, 1988",United States,171504781.0,Touchstone Pictures
My Neighbor Totoro,G,Animation,"July 13, 1990",Japan,30550920.0,Tokuma Japan Communications
Young Guns,R,Action,"August 12, 1988",United States,45661556.0,Morgan Creek Entertainment
A Fish Called Wanda,R,Comedy,"July 29, 1988",United Kingdom,62493712.0,Metro-Goldwyn-Mayer (MGM)
Working Girl,R,Comedy,"December 21, 1988",United States,102953112.0,Twentieth Century Fox
Bloodsport,R,Action,"April 29, 1988",United States,11806119.0,Cannon International
The Last Temptation of Christ,R,Drama,"August 12, 1988",Canada,8865702.0,Universal Pictures
Married to the Mob,R,Comedy,"August 19, 1988",United States,21486757.0,Orion Pictures
The Land Before Time,G,Animation,"November 18, 1988",United States,84460846.0,Lucasfilm
Rambo III,R,Action,"May 25, 1988",United States,189015611.0,Carolco Pictures
The Accused,R,Crime,"October 14, 1988",Canada,32078318.0,Paramount Pictures
Dangerous Liaisons,R,Drama,"February 24, 1989",United States,34670720.0,Lorimar Film Entertainment
Earth Girls Are Easy,PG,Comedy,"May 12, 1989",United Kingdom,3916303.0,De Laurentiis Entertainment Group (DEG)
Hairspray,PG,Comedy,"February 26, 1988",United States,6673032.0,New Line Cinema
Dead Ringers,R,Drama,"September 23, 1988",Canada,8038508.0,Morgan Creek Entertainment
Bull Durham,R,Comedy,"June 15, 1988",United States,50888729.0,The Mount Company
The Big Blue,PG,Adventure,"August 19, 1988",France,3975244.0,Gaumont
The Unbearable Lightness of Being,R,Drama,"February 5, 1988",Sweden,10006806.0,The Saul Zaentz Company
The Blob,R,Horror,"August 5, 1988",United States,8247943.0,TriStar Pictures
Oliver & Company,G,Animation,"November 18, 1988",United States,74151346.0,Walt Disney Animation Studios
Two Moon Junction,R,Drama,"April 29, 1988",United States,1547397.0,DDM Film Corporation
Beaches,PG-13,Comedy,"January 13, 1989",United States,57041866.0,All Girl Productions
Red Heat,R,Action,"June 17, 1988",United States,34994648.0,Carolco Pictures
A Nightmare on Elm Street 4: The Dream Master,R,Horror,"August 19, 1988",United States,49369899.0,New Line Cinema
The Accidental Tourist,PG,Drama,"January 6, 1989",United States,32632093.0,Warner Bros.
The Adventures of Baron Munchausen,PG,Adventure,"March 10, 1989",United Kingdom,8083123.0,Prominent Features
Killer Klowns from Outer Space,PG-13,Comedy,"May 27, 1988",United States,,Sarlui / Diamant
Halloween 4: The Return of Michael Myers,R,Horror,"October 21, 1988",United States,17768757.0,Trancas International Films
Elvira: Mistress of the Dark,PG-13,Comedy,"September 30, 1988",United States,5596267.0,NBC Productions
Mac and Me,PG,Adventure,"August 12, 1988",United States,6424112.0,Mac and Me Joint Venture
Above the Law,R,Action,"April 22, 1988",United States,18869631.0,Warner Bros.
Scrooged,PG-13,Comedy,"November 23, 1988",United States,60329001.0,Paramount Pictures
The Dead Pool,R,Action,"July 13, 1988",United States,37903295.0,Warner Bros.
